We also determined whether the co-administration of the AST enzyme inhibitor, pentachlorophenol, with hepatocarcinogens will abrogate the lowering of AST activity caused by hepatocarcinogens which do not utilize AST for bio-activation versus hepatocarcinogens which can utilize AST. 0
Alcohol consumption is the key risk factor for the development of esophageal squamous cell carcinoma (ESCC), and acetaldehyde, a metabolite of alcohol, is an alcohol-derived major carcinogen that causes DNA damage.  2
Hexavalent chromium (Cr(VI)) is a well-established human carcinogen with DNA damaging effects.  1
The aim of our study was to examine whether is it possible to bind carcinogenic acetaldehyde from saliva with L-cysteine, which is slowly released from a special buccal tablet.    1
Hepatitis C has become an important health problem that requires expensive treatment and leads to liver tumorigenesis.  1
A temporalis muscle flap was used for the augmentation of the orbit with a frontoorbital flap after radical excision of a malignant tumor of the orbit, and a silastic implant (silicon rubber) was used for reconstruction of the orbital floor.   0
This result indicated the presence of cross-links at >200μM, which was confirmed by the co-treatment experiments using the second genotoxic agents, tert-butyl hydroperoxide and methyl methanesulfonate.   1
Preliminary analyses for the presence of PCBs, DDT (and its metabolites), and aflatoxins (the notorious hepatocarcinogen) were performed by gas chromatography and thin-layer chromatography.   1
Helicobacter pylori (H. pylori) is a risk factor of gastric carcinoma, and inflammation  with H.pylori infection has widely been suggested to trigger  gastric carcinogenesis through inflammation-carcinoma chain (non-atrophic gastritis (NAG)  >  chronic atrophic gastritis (CAG)  >  intestinal metaplasia (IM)  >  dysplasia (DYS) and gastric carcinoma (GC)).   1
The data obtained permit to suggest the existence of the association between radiation-induced increase of individual sensitivity to testing mutagenic exposure and the realization of cancer in persons exposed to ionizing radiation. 2
Current in vitro bioassays of 2,3,7,8-tetrachlorodibenzo-p-dioxin (TCDD, a major threat carcinogen) are relied on murine cells and fluorescent probe 7-ethoxyresorufin (7-ER), in which TCDD mostly causes abnormal expression of cytochrome P450 1A1 (CYP1A1). 1
Here, we present results from a dose-escalation clinical trial of a dual expression plasmid encoding carcinoembryonic antigen (CEA) and hepatitis B surface antigen (HBsAg) in 17 patients with metastatic colorectal carcinoma.    0
The high capacity of hamster liver microsomes to activate NNK does not correlate with the resistance of this tissue to NNK-induced hepatocarcinogenesis.    1
In addition, to those side effects, it is proved that diesel exhaust is a probable human carcinogen based on evidence.  2
We investigated the role of GSTM1 and GSTT1 polymorphisms in modifying the genotoxicity of a tobacco-specific nitrosamine, 4-(methylnitrosamino)-1-(3-pyridyl)-1-butanone (NNK) using the sister chromatid exchange (SCE), and the tandem-probe fluorescence in situ hybridization chromosome aberration (CA) assays.   1
The oncoprotein, hepatitis B X-interacting protein (HBXIP), has been reported to play an important role in human malignancies.  1
Hepatitis B virus infection may result in the malignant transformation of hepatocytes by some directly oncogenic mechanism, whereas other necroinflammatory conditions probably predispose to the development of HCC through the introduction of genetic alterations coupled with a reduction of genetic repair functions.  1
1,3-Butadiene (BD) is carcinogenic in B6C3F1 mice and Sprague-Dawley rats, and mice are more sensitive than rats.   2
BACKGROUND: 4-Aminobiphenyl (ABP) is an established human bladder carcinogen, with tobacco smoke being a major source of human exposure.    1
Of the 3 genotoxic human carcinogens (phenacetin, melphalan, and cyclophosphamide), phenacetin was negative by both the topical and oral routes.    2
Regardless of official recommendations, the inappropriate use of homemade hair creams has became a popular practice in Brazil, and high formaldehyde content in the "progressive straightening" creams can contain mutagens that could increase the incidence of neoplasia in those people who use them.    1
Using the indicated approach, it is found that while the dose response for radon-induced lung cancer is expected to be threshold-increasing, the dose-response curve for the cancer incidence when cancers caused by smoking and other carcinogens are included is expected to be threshold-decreasing (ie, threshold-hormetic), as low-level radon can protect from cancer induction by other carcinogens via stimulating the bodys natural defenses against cancer.   4
METHODS: Classical UV mutagenesis was used for the generation of auxotroph mutants. 1
Thus dimethylarsinic acid (DMA), an organic arsenic compound which is the major metabolite of inorganic arsenicals in mammals, has been proven to be tumorigenic in such animals.   2
In this report, aflatoxin B1, an agent from another chemically distinct class of carcinogen, is shown to be capable of stimulating the repair of O6-methylguanine in hepatic DNA.   2
Literature on the biological (mutagenesis) and molecular (DNA lesions and their cellular processing) events resulting from exposure of cells to solar ultraviolet and visible radiations is discussed.  1
The carcinogenicity of arsenic, chromium, and nickel has been established.  2
Benzo[a]pyrene is a potent environmental carcinogen, which can be metabolized in cells to the DNA damaging agent anti-benzo[a]pyrene-7,8-dihydrodiol-9,10-epoxide (anti-BPDE).  1
The decrease in cutaneous phase I enzymes and elevation of phase II enzymes in response to topical application of leaf extract prior to MCA, AFB1, DMBA/TPA and AFB1/TPA treatment indicate the possibility of impairment in reactive metabolite(s) formation and thereby reducing skin carcinogenicity.    4
None of the studies of styrene or styrene oxide reported here is well suited for extrapolating to potential carcinogenic activity in humans, because all have deficiencies in design, conduct and/or interpretation.    0
Dimethylnitrosamine (DMN) which, like NMU is a powerful carcinogen and an alkylating agent, showed no immunosuppressive activity after a single dose in rats on either a normal diet or fed a protein-free diet which enhances kidney tumourigenesis.   1
Inorganic arsenic is one of the most toxic and carcinogenic substances in the environment, but many organisms, including humans, metabolise inorganic arsenic to less toxic metabolites.    1
BACKGROUND: Epstein-Barr virus (EBV) is an oncogenic virus implicated in the pathogenesis of several human malignancies.    1
The SV40-transformed human kidney cell line, NB-E, amplifies integrated as well as episomal SV40 DNA upon treatment with chemical (DMBA) or physical (uv irradiation) carcinogens ("initiators") as well as after infection with herpes simplex virus (HSV) type 1 or with vaccinia virus.  2
Presently, the International Agency for Research on Cancer classifies formaldehyde as carcinogenic to humans (Group 1), based on sufficient evidence in humans and in experimental animals. 1
Arsenical compounds, known to be human carcinogens, were shown to disturb cell cycle progression and induce cytogenetic alterations in a variety of cell systems.   2
BACKGROUND: Aflatoxin M1 (AFM1), a carcinogenic substance is found in milk and dairy products.  1
Formalin is a known carcinogen, so there is a need to establish whether a safer alternative is available for the sterilization of human teeth destined for use in clinical training.    1
Polycyclic aromatic hydrocarbons (PAHs) in tobacco smoke may cause human lung cancer via metabolic activation to ultimate carcinogens.  0
Ultraviolet radiation (UVR) causes the 3 major forms of skin cancer: basal cell carcinoma; squamous cell carcinoma; and cutaneous malignant melanoma.   2
Since α-particle transits also kill cells, it is suggested that cell death and inflammation will also trigger carcinogenesis within tissues irradiated by these particles.  1
To identify molecular pathways regulating NC development and to understand how alterations in these processes lead to disease, we established an N-ethyl-N-nitrosourea (ENU) mutagenesis screen utilizing a mouse model sensitized for NC defects, Sox10(LacZ/+).   1
1,3-Butadiene (BD) is a known rodent and human carcinogen that is metabolized mainly by P450 2E1 to three epoxides, 1,2-epoxy-3-butene (EB), 1,2:3,4-diepoxybutane (DEB) and 1,2-epoxy-3,4-butanediol (EB-diol).    1
Tobacco smoke exposure and Schistosoma haematobium (SH) infection and the presence of GSTM1, GSTT1, and GPX1 genotypes, as modulators of the carcinogenic effect of reactive oxidative species, were hypothesized to modify bladder cancer risk and possibly explain these gender differences.  1
It was concluded that H. pylori infection could play a role in the pathogenesis of non-malignant gastrointestinal diseases which may be the precursor of carcinoma. 1
In conclusion, our findings indicate that H. pylori infection may cause gastric lesions/malignancies by inducing the differentiation of MSCs into CAFs and suggest a novel mechanism of action and role of MSCs in the development and progression of gastric cancer.   2
In CD-1 mice, the frequency of metastases to lymph nodes were similar in groups treated in stage III with MNNG, urethane, 4-NQO, TPA, or acetone, but treatment with urethane substantially increased metastases to the lung.(ABSTRACT TRUNCATED AT 250 WORDS)  2
Among the long-term consequences of H. pylori infection is gastric malignancies, particularly gastric cancer (GC) and gastric mucosa-associated lymphoid tissue (MALT) lymphoma.    1
Processed meat products are presumptive sources of mutagens and genotoxins for consumers.   1
Aflatoxin B1 (AFB1), the most common mycotoxin in human food and animal feed, produces hepatotoxic, genotoxic and immunosuppressive effects in multiple species.    1
It has been shown that HPV16 E7, but not other genotypes, can bind to scaffold protein CUL2 during inducing cervical carcinogenesis, but the expression level, associated regulating mechanism, and potential carcinogenicity of CUL2 itself is still unknown as yet.   1
To elucidate the risk of malignant transformation to invasive oral cancer by subtypes of oral potentially malignant disorders (OPMD) and to examine the independent effects of risk factors, particularly alcohol drinking, by subtype based on a nationwide oral cancer screening program targeting at general population with habits of smoking and/or betel quids chewing.   1
Aflatoxins are a group of highly toxic mycotoxins with high carcinogenicity that are commonly found in foods.   1
The self-renewal capability; cluster of designation (CD) 44, CD133, acetaldehyde dehydrogenase 1 (ALDH1), B cell-specific Moloney murine leukemia virus integration site 1 (Bmi-1), Nestin, octamer-binding transcription factor 4 (Oct4) and reduced expression protein-1 (Rex-1) expression with reverse transcription-polymerase chain reaction (RT-PCR); chemoresistance to cisplatin and 5-fluorouracil; and in vivo tumorigenicity of spheroid cell transplantation in nude mice were evaluated to determine the CSC characteristics of the resulting spheroid cells. 2
CONCLUSIONS: This study shows that tobacco consumption appears to be a major contributor to deaths due to circulatory diseases and malignant diseases in India. 0
Both H. pylori infection and active sarcoid nodules may play a role in the development of malignant lymphoma, although the exact mechanism remains unclear. 1
Since 1988, the International Agency for Research on Cancer (IARC) has classified radon among the compounds for which there is scientific evidence of carcinogenicity for humans (group 1). 1
The carcinogenic heterocyclic amine (HA) 2-amino-1-methyl-6-phenylimidazo[4,5-b]pyridine (PhIP) is formed during the cooking of various meats.  2
The major unsaturated hydrocarbons reviewed, primarily in terms of their synthesis, utility, stability, distribution and levels of exposure as well as their reactivity, carcinogenicity, mutagenicity and metabolism, include: vinyl chloride, vinylidene chloride, trichloroethylene, perchloroethylene, chloroprene, trans-1,4-dichlorobutene, hexachlorobutadiene and allyl chloride.   1
Vinyl chloride is biotransformed by CYP2E1 to DNA-reactive chloroethylene oxide producing cyclic etheno adducts, which are mutagenic.   2
Helicobacter pylori is the main risk-factor for gastric cancer through a cascade from gastritis through atrophic gastritis (AG), intestinal metaplasia (IM), dysplasia (DYS) to malignancy. 1
The International Agency for Research on Cancer (IARC) has defined outdoor air pollution and PM as the human carcinogen (Group 1), which mainly cause an increased risk of lung cancer. 1
Other possible explanations may relate to strain-specific differences, or to the different durations of dosing in each of the mouse studies, given the evidence that inorganic arsenic is likely to be active in the later stages of the carcinogenic process.  2
These include (1) metabolic activation (to form chloroethylene oxide), (2) DNA binding of the reactive metabolite (to exocyclic etheno adducts), (3) promutagenicity of these adducts, and (4) effects of such mutations on protooncogenes/tumor suppressor genes at the gene and gene product levels.  2
Further experiments indicated that these compounds also attenuate the mutagenic effects of other HCAs (PhIP, MeIQ, MeIQx, Trp-P-1). 4
Styrene is not carcinogenic in rats but has caused pneumotoxicity and increased lung tumors after inhalation in mice.   1
The HIV-1 envelope glycoprotein (Env) trimer [(gp120/gp41)3] is a metastable complex expressed at the surface of viral particles and infected cells that samples different conformations.   0
An HPV16 genotype with a specific and recurrent sequence variation was observed in 8 cancer samples and one non-malignant sample.   2
The tobacco-specific nitrosamine (TSNA) 4-(methylnitrosamino)-1-(3-pyridyl)-1-butanone (NNK) is classified by the International Agency for Research on Cancer as a Group 1 carcinogen.  1
In that method, styrene regularly showed a mutagenic activity in the presence of a fortified liver post-mitochondrial fraction. 2
BACKGROUND: Tobacco smoke contains carcinogens, which may increase the risk of breast cancer (BC).  1
Cigarette smoke yields of tar and nicotine obtained under the Federal Trade Commission (FTC)-specified machine-smoking protocol (35-mL puff volume drawn for 2 seconds once per minute) may not accurately reflect the delivery of toxins and carcinogens to the smoker.    0
The pulmonary metabolism was more oriented in the sense of detoxification, as shown by the consistent decrease of potency of direct-acting mutagens, including a metal (i.e., sodium dichromate), an acridine and nitrogen mustard derivative (i.e., 2-methoxy-6-chloro-9-[3-(2-chloromethyl)aminopropylamino]acridine or ICR 191), an epoxide (i.e., epichlorohydrin) and an N-oxide (i.e., 4-nitroquinoline-N-oxide). 2
This study measured the levels of benzene and 1,3-butadiene in air, two known carcinogens and environmental tobacco smoke (ETS) markers, in pubs both before and after the smoking ban was introduced.  2
Because Epstein-Barr virus (EBV) may be involved in the genesis of IPF as well as certain malignancies, we investigated whether EBV contributes to the increased incidence of lung cancer in IPF. The formalin-fixed and paraffin-embedded lung sections were prepared from 22 lung cancer patients with IPF and 22 lung cancer patients without IPF All ofthe IPF patients pathologically showed usual interstitial pneumonia.  0
Dichloromethylene diphosphonate (Cl2MDP), an inhibitor of osteoclast-mediated bone resorption, lowers serum calcium in hypercalcemia associated with malignancies and with primary hyperparathyroidism. 0
The highest mutagenic activity was obtained with 1,2,3-tribromopropane, with approximately 50-fold higher activity than the least mutagenic trihalogenated propane, 1,2,3-trichloropropane. 2
By contrast other modulators, including butylated hydroxyanisole, inhibit aflatoxin B1 hepatocarcinogenesis in rats by an enabling mechanism shown to be absent in trout, namely the induction of an aflatoxin B1-specific glutathione S-transferase isozyme.   1
The bacterium Deinococcus radiodurans shows remarkable resistance to a range of damage caused by ionizing radiation, desiccation, UV radiation, oxidizing agents, and electrophilic mutagens.   1
The plausibilities of two hypotheses explaining the increased cancer incidence rate in old age caused by a constant dose of carcinogen were compared using a mouse skin painting experiment in which two groups of mice started treatment at different ages.    1
Glyphosate herbicide can be considered a genotoxic that may impact the genetic integrity of native populations of P. cuvieri and P. gracilis.   1
It has been demonstrated that oxycodone has favorable analgesic potency against neuropathic pain of both malignant and non-malignant origin, such as chemotherapy-induced peripheral neuropathic pain;however, we should be extremely cautious so as to avoid abuse and addiction to opioids when they are prescribed in the active treatment phase.    0
Arsenic is a ubiquitous and carcinogenic environmental element that enters the biosphere primarily from geochemical sources, but also through anthropogenic activities. 1
Helicobacter pylori has been assigned as a class I carcinogen because of its relation to gastric adenocarcinoma.    1
Arsenic is a well-documented human carcinogen, and contamination with this heavy metal is of global concern, presenting a major issue in environmental health.  1
We examined N-nitrosodiethylamine (DEN)-induced tumorigenesis in hepatic beta-catenin conditional knockout mice (beta-cat KO).  2
Therefore, in the present study, we investigated molecular changes induced in rat mammary gland tissue by estrogen, ionizing radiation, and the combined action of these two carcinogens using a well-established ACI rat model.    2
The aim of the study was to investigate whether the specific diesel exposure and/or other, more lifestyle-related, factors such as diet had any influence on the mutagenicity of excreta.   0
Epidemiological studies also support that asbestos exposure is related to the incidence of malignant tumors in reproductive system, digestive system, urinary system, nasopharynx head and neck.    1
Epstein-Barr virus (EBV) is an important human dsDNA virus, which has been shown to be associated with several malignancies including about 10% of gastric carcinomas.  1
The functional complementation of XP-V cells by pol eta reduced the mutation frequencies both at CG and TA base pairs and restored UV mutagenesis to a normal level.    1
CONCLUSION: MNNG exposure exerted continuous mutagenicity and carcinogenicity properties on PBLs, and garlic exerted a remarkable anti-mutagenic and anti-carcinogenic effect.  2
Mesothelioma appears to have a complex etiology in which environmental carcinogens (asbestos and erionite), ionizing radiation, viruses, and genetic factors act alone or in concert to cause malignancy.   2
The mycotoxin aflatoxin B1 (AFB1) is one of the most potent rodent and human liver carcinogens. 1
The amount of phenylethylene oxide that can be formed in the human body during exposure to 50 ppm of styrene in air during a workshift is about 0.7 g. It would be hardly justifiable now to believe that styrene is not carcinogenic and mutagenic in man. 2
The mutagenic potential of aqueous extracts of masheri (ME), chewing tobacco alone (CTE) and a mixture of chewing tobacco plus lime (CTLE) was tested using the Ames assay. 0
Human T-cell lymphotropic virus type I (HTLV-I) infection and associated hematologic malignancies cluster in Japan, the Caribbean basin, and Central Africa.    2
Unlike other immunosuppressive drugs including everolimus, cyclosporin A causes a dramatic increase of UV-induced skin cancer, a feature that is reminiscent of xeroderma pigmentosum (XP), where defective nucleotide excision repair (NER) of UV-induced DNA damage results in cutaneous carcinogenesis.  2
In addition, numerous novel HPV16 mutations are observed among the studied populations from various geographic regions, hence advocating that different HPV16 strains seem to emerge with different tumourigenic capacities.    2
Cadmium and cadmium compounds have been classified as known human carcinogens by the International Agency for Research on Cancer and the National Toxicology Program based on epidemiologic studies showing a causal association with lung cancer, and possibly prostate cancer, and studies in experimental animals, demonstrating that cadmium causes tumors at multiple tissue sites, by various routes of exposure, and in several species and strains. 1
The World Health Organization, the International Agency for Research on Cancer, and the Environmental Protection Agency have determined that Cr(VI) compounds are known human carcinogens.  1
Black and brown varieties of masheri, which are pyrolysed tobacco products were analysed for their mutagenic potentials using a battery of test systems.    0
As a second carcinogen, 1,2-dimethylhydrazine (DMH) was used.   1
3,9- and 3,7-Dinitrofluoranthene (3,9- and 3,7-DNF), 3-nitrofluoranthene (3-NF) and benzo[a]pyrene (B[a]P) were tested for pulmonary carcinogenicity by intrapulmonary implantation of the compounds into rat lung. 1
4-(Methylnitrosamino)-1-(3-pyridyl)-1-butanone (NNK) is a potent and prevalent nitrosamine procarcinogen found in cigarette smoke.  1
The psychoactive compound responsible for tobacco addiction, nicotine and the potent carcinogens present at high concentrations either in cigarette mainstream smoke or in smokeless tobacco products, 4-(methylnitrosamino)-1-(3-pyridyl)-butanone (NNK) and N-nitrosonornicotine (NNN) can be metabolized by CYP2A6.  2
1,3-Butadiene (BD) is an air pollutant whose toxicity and carcinogenicity have been considered primarily mediated by its reactive metabolites, 3,4-epoxy-1-butene and 1,2,3,4-diepoxybutane, formed in liver and extrahepatic tissues by cytochromes P450s. 1
While the epidemiological evidence concerning benzene carcinogenicity is strongest for acute myelocytic leukaemia, there is some limited evidence of increased risks of chronic myeloid and chronic lymphocytic leukaemia.  1
Antimony trioxide, cobalt and cobalt compounds, lead and inorganic lead compounds, methylmercury compounds, and metallic nickel were considered possibly carcinogenic to humans.    1
With the continuous improvement of understanding the genetic profile of H. pylori-associated gastric carcinogenesis, a person at increased risk for gastric cancer may benefit from several aspects of efforts: (i) prevent H. pylori infection with a vaccine targeting certain step-specific virulence factor; (ii) eradicate H. pylori infection by blocking step-specific psychopathological characteristics of virulence factors; and (iii) adjust host physiological function to resist the carcinogenic role of step-specific virulence factors or interrupt the cellular signal transduction of the interplay between H. pylori and host in each pathogenic step, especially for the subjects with precancerous lesions in the stomach. 2
In the present study, we investigated the interactions of a tobacco-specific carcinogen 4- (methylnitrosamino)-1-(3-pyridyl)-1-butanone (nicotine-derived nitrosamine ketone, NNK) and arsenite on lung cell transformation.    1
We have tested eight carcinogens (MNNG, AFB1, 4DAB, 4NQO, DMBA, 2AAF, DEN and 2AA) utilizing these criteria.    1
However, other carcinogens, e.g., tobacco carcinogens 4-aminobiphenyl and 1,3-butadiene, air toxic vinyl chloride and its reactive metabolites chloroethylene oxide, melphalan and chlorambucil, also cause this signature in the genome.   1
Polytetrafluoroethylene (Teflon) has been injected in more than a thousand patients with few complications, although experimental and clinical studies have demonstrated migration of the injected particles into distant organs, such as the lungs and the brain, as well as local and metastatic granuloma formation. 1
Carcinogenic and mutagenic polycyclic aromatic hydrocarbons (PAHs) generated in coal combustion have caused great environmental health concern. 1
MCC concurrent with SCC usually does not involve detectable MCPyV infection, which suggests that combined MCC may develop through different tumorigenetic pathways, such as chronic ultraviolet exposure, as compared to pure MCC.  2
In addition, S9 prepared from hamster trachea was shown to activate AFB1 to mutagens detectable by Salmonella typhimurium TA 98, but was approximately 70 times less active on a per mg protein basis than was S9 prepared from hamster liver.  2
Chlorinated aromatic contaminants are active in carcinogenic processes within the skin and may have the potential to modulate ultraviolet radiation (UV)-induced skin carcinogenesis.   1
Polychlorinated biphenyls (PCBs) pose potential risks to human and environmental health because they are carcinogenic, persistent, and bioaccumulative. 1
Here we describe results from a clinical study investigating autologous Epstein-Barr virus (EBV)-specific T cells generated using a novel AdE1-LMPpoly vector to treat patients with nasopharyngeal carcinoma (NPC) either pre-emptively in at-risk patients with no or minimal residual disease (N/MRD) or therapeutically in patients with active recurrent/metastatic disease (ARMD).    0
However, the molecular mechanisms and pathways mediating Cr(VI) carcinogenicity have not been fully elucidated. 1
Methyl methanesulfonate (MMS) is an anti-carcinogenic drug and its toxicity has been reported in various experimental models.   4
We demonstrated that the PAHs having a high metabolic rate (B(a)P and 3-MC) were genotoxic from 10(-7) molar in both HepG2 and Caco-2 cells.    2
Other significant PAHs are phenanthrene, methylated phenanthrenes/anthracenes and pyrene (high air concentrations), and large-molecule PAHs such as dibenz[a,h]anthracene, benzo[b]fluoranthene, benzo[k]fluoranthene, and indeno[1,2,3-cd]pyrene (high carcinogenicity).   1
Long-term chemical carcinogenesis bioassays showed that styrene caused lung cancers in several strains of mice and mammary cancers in rats and styrene-7,8-oxide caused tumours of the forestomach in rats and mice and of the liver in mice.   2
However, ionizing radiation can induce mutations in the DNA of irradiated cells, which can promote tumorigenesis.   1
In parallel, the same preparations were used to assess either the activation of promutagens, i.e., benzo(a)pyrene, 2-aminofluorene, cyclophosphamide, and a cigarette smoke condensate, to metabolites reverting his- Salmonella typhymurium strains, or the decrease of direct-acting mutagens, i.e., sodium dichromate, 4-nitroquinoline N-oxide, epichlorohydrin, and ICR 191.   2
Helicobacter pylori causes various gastroduodenal diseases including gastric MALT lymphoma, but the mechanism underlying H. pylori-induced carcinogenesis is not known. 1
2-Amino-3-methylimidazo[4,5-f]quinoline (IQ), which is mutagenic and carcinogenic, was found to be present in cigarette smoke condensate by liquid chromatography with an electrochemical detector and a photodiode-array detector. 2
NTP Toxicology and Carcinogenesis studies were conducted by administering glycidol (94% pure, containing 1.2% 3-methoxy-1,2-propanediol, 0.4% 3-chloro-1,2-propanediol, 2.8% diglycidyl ether, and 1.1% 2,6-dimethanol-1,4-dioxane) in water by gavage to groups of F344/N rats and B6C3F1 mice of each sex for 16 days, 13 weeks, or 2 years.  2
Both nickel and cadmium compounds have been established as group I carcinogens for several decades. 1
Benzo[a]pyrene (B[a]P), a major human carcinogen in combustion products such as cigarette smoke and diesel exhaust, is metabolically activated into DNA-reactive metabolites via three different enzymatic pathways.    1
Though chromate contains hexavalent chromium (Cr(6+)), a human carcinogen, there is little epidemiological evidence of increased lung cancer among spray painters.  1
These data argue for a functional P450-dependent drug metabolism system in colon capable of activating/metabolizing the colon-specific model carcinogen, 1,2-dimethylhydrazine. 1
In our studies, we show that subtoxic levels of 2-chloroethyl ethylsulfide (2-CEES), a mustard gas analog, induce centrosome amplification and chromosome instability in cells, which may hasten the mutation rate necessary for tumorigenesis. 2
Butadiene diepoxide (BDO2), a metabolite of 1,3-butadiene (BD) and potent mutagen, is suspected to be a proximate carcinogen in the multisite tumorigenesis in B6C3F1 mice exposed to BD.   1
These results indicate that PAHs can be activated by light and become mutagenic in Salmonella TA102 bacteria.   2
Major sources of possible carcinogenicity of alimentary products, such as additions of some dyestuffs, admixtures of some natural substances (cycsdine, thiourea, etc), contaminations of biological origin, with mycotoxins, carcinogens finding their way from the environment and, what is most important caused by specific technology of manufacturing the nutritional product (smoking, direct drying, frying, etc) are considered.   1
One of these, an aromatic nitrogen mustard (C.B. 1348), appears to be useful as an adjunctive therapeutic measure in patients with malignant lymphoma, chronic lymphocytic leukemia, and mycosis fungoides who have become refractory to other methods of treatment.    4
Background: Helicobacter pylori (H. pylori), an important human pathogen, is classified as a human carcinogen.  1
Epstein-Barr Virus (EBV) is an oncogenic herpesvirus associated with two human malignancies.    1
Because H. pylori virulence factor CagA has been associated with aberrant expression of the transcription factor CDX1, which regulates intestinal differentiation, we explored its relationship with H. pylori infection and function during gastric carcinogenesis in normal gastric epithelial cells and gastric cancer cell lines.   2
Arsenic is a potent human carcinogen and toxicant.  1
N-ethyl-N-nitrosourea (ENU), N-methyl-N-nitrosourea (MNU) (spermatogenic phase), 6-mercaptopurine (6-MP) and 5-bromo-2-deoxy-uridine (5-BrdU) (meiotic phase), methyl methanesulphonate (MMS) and ethyl methanesulphonate (EMS) (post-meiotic phase) were selected for use as they are potent male rodent, germ cell mutagens in vivo.  1
Cigarette smoke contains several carcinogens.   1
We then used a systematic review protocol based on the OHAT approach to critically assess whether metallic nickel should be considered a human respiratory carcinogen.  0
The mouse arsenic transplacental model produces tumors or enhances response to other agents in multiple strains and tissues, including sites concordant with human targets of arsenic carcinogenesis.   1
Arsenic trioxide has been successfully used to treat malignant, hematopoietic diseases and is known to act by induction of apoptosis and inhibition of cellular proliferation.  4
Today there seems to be sufficient data to incriminate benzene as a potent carcinogenic agent causing leukemia, malignant lymphoma, multiple myeloma and lung cancer, as well as numerous disorders of the bone marrow depression.  2
Oral arsenic exposure increases the risk for a variety of benign and malignant skin lesions, but the molecular mechanism of the carcinogenic effect is poorly understood.   1
Hepatitis B virus is a major etiologic agent in the development of human hepatocellular carcinoma, but the precise role of the virus in the tumorigenic process is still unclear.   1
